Rua,Bairro,Path_Coordinates
Rua Mário Ribeiro,Gávea,"[[-43.227105, -22.978641], [-43.226742, -22.978545], [-43.226561, -22.978498], [-43.226326, -22.97846], [-43.226168, -22.978445], [-43.226133, -22.978442], [-43.226103, -22.97844], [-43.225672, -22.978406], [-43.225577, -22.978393], [-43.225366, -22.978351], [-43.22507, -22.978287], [-43.224877, -22.978248], [-43.224686, -22.978208], [-43.224433, -22.978153], [-43.22373, -22.978011], [-43.222481, -22.977765], [-43.222238, -22.977711], [-43.222014, -22.977664], [-43.220583, -22.977366], [-43.220087, -22.977258], [-43.219862, -22.977204], [-43.21965, -22.977136], [-43.219397, -22.977011], [-43.219265, -22.976924], [-43.219132, -22.976791], [-43.219089, -22.976753], [-43.219002, -22.976661], [-43.218931, -22.976562], [-43.218894, -22.976497], [-43.218864, -22.976422]]"
Rua Osório de Almeida,Urca,"[[-43.168693, -22.951377], [-43.168398, -22.952292], [-43.168109, -22.953087], [-43.168, -22.953414], [-43.16773, -22.954196], [-43.167672, -22.954333]]"
Rua Saint Roman,Copacabana,"[[-43.195015, -22.98362], [-43.194969, -22.983522], [-43.194939, -22.98349], [-43.194895, -22.983468], [-43.194723, -22.983413], [-43.194669, -22.9834], [-43.194627, -22.983382], [-43.194597, -22.983344], [-43.194599, -22.983297], [-43.194615, -22.983262], [-43.194641, -22.983243], [-43.194896, -22.983163], [-43.194994, -22.983124], [-43.195078, -22.983073], [-43.195224, -22.982955], [-43.195263, -22.982926], [-43.195301, -22.982909], [-43.195335, -22.982901], [-43.195347, -22.982902], [-43.19536, -22.982907], [-43.195385, -22.982943], [-43.195396, -22.982976], [-43.195385, -22.983004], [-43.195263, -22.983074], [-43.195203, -22.9831], [-43.195154, -22.983128], [-43.195109, -22.983171], [-43.195109, -22.983203], [-43.195125, -22.983234], [-43.195159, -22.983253], [-43.195228, -22.98326], [-43.195294, -22.983268], [-43.19536, -22.983259], [-43.195421, -22.98323], [-43.195501, -22.983159], [-43.195566, -22.98306], [-43.195604, -22.983], [-43.195637, -22.982943], [-43.195823, -22.98277], [-43.195873, -22.982712], [-43.195917, -22.982635], [-43.195964, -22.982472], [-43.195991, -22.982351], [-43.196096, -22.981832], [-43.196109, -22.981729], [-43.196106, -22.981647], [-43.196108, -22.981589], [-43.196066, -22.981442], [-43.196017, -22.981308], [-43.195984, -22.981258], [-43.195946, -22.98123], [-43.195888, -22.981216], [-43.195828, -22.981211], [-43.195624, -22.981202], [-43.195045, -22.981207], [-43.194856, -22.98116], [-43.194622, -22.98109], [-43.194175, -22.981055], [-43.193992, -22.981028], [-43.193858, -22.980985], [-43.192507, -22.980607], [-43.192332, -22.980576], [-43.19223, -22.980583], [-43.192135, -22.980603], [-43.192035, -22.980642], [-43.191881, -22.980741], [-43.191587, -22.98095]]"
Rua Otaviano Hudson,Copacabana,"[[-43.181076, -22.964579], [-43.18117, -22.964471], [-43.181654, -22.963922], [-43.18182, -22.963731]]"
Rua Otávio Correia,Urca,"[[-43.161537, -22.94477], [-43.162235, -22.94581], [-43.162274, -22.945873]]"
Avenida Rui Barbosa,Flamengo,"[[-43.175476, -22.943382], [-43.175325, -22.943374], [-43.17507, -22.9433], [-43.174948, -22.943251], [-43.174828, -22.943186], [-43.174712, -22.943106], [-43.174635, -22.943041], [-43.174579, -22.942988], [-43.174503, -22.942916], [-43.174161, -22.942588], [-43.174126, -22.942554], [-43.173864, -22.942302], [-43.173493, -22.942033], [-43.173448, -22.942001], [-43.173402, -22.941967], [-43.172968, -22.941654], [-43.172879, -22.941593], [-43.171765, -22.940803], [-43.171627, -22.940654], [-43.171591, -22.940594], [-43.171306, -22.940087], [-43.171171, -22.939847], [-43.171053, -22.939636], [-43.171029, -22.939591], [-43.170964, -22.939472], [-43.170929, -22.939363], [-43.170915, -22.939265], [-43.170913, -22.939124], [-43.170922, -22.938994], [-43.17093, -22.938953], [-43.17095, -22.938849], [-43.171008, -22.938725], [-43.171059, -22.938652], [-43.171081, -22.938624]]"
Avenida Repórter Nestor Moreira,Botafogo,"[[-43.176932, -22.950182], [-43.177485, -22.949891], [-43.177517, -22.949875], [-43.177745, -22.949771], [-43.177845, -22.949725], [-43.178188, -22.949567], [-43.178206, -22.949559], [-43.178268, -22.949535], [-43.178438, -22.949483], [-43.178552, -22.949464], [-43.178591, -22.949461], [-43.178677, -22.949456], [-43.178895, -22.949455], [-43.179553, -22.949471], [-43.179912, -22.949395], [-43.180073, -22.949331], [-43.180181, -22.949289], [-43.180349, -22.9492], [-43.180503, -22.949084], [-43.180681, -22.948905], [-43.18071, -22.948876]]"
Rua Paulo VI,Botafogo,"[[-43.179439, -22.939895], [-43.179327, -22.939784], [-43.179216, -22.93963], [-43.179016, -22.939138], [-43.178893, -22.938861], [-43.178801, -22.938636], [-43.178769, -22.93854], [-43.17874, -22.938412], [-43.178587, -22.937661], [-43.178422, -22.936892], [-43.178316, -22.936263], [-43.178288, -22.936091], [-43.178224, -22.935617], [-43.178216, -22.93554], [-43.178218, -22.935485], [-43.178225, -22.935435], [-43.178249, -22.935268], [-43.178282, -22.93513]]"
Avenida Niemeyer,São Conrado,"[[-43.253625, -22.992499], [-43.253601, -22.992545], [-43.253556, -22.992631], [-43.253497, -22.992734], [-43.253476, -22.992766], [-43.253385, -22.99294], [-43.253368, -22.992973], [-43.253303, -22.993088], [-43.25329, -22.993121], [-43.253277, -22.993161], [-43.253262, -22.993212], [-43.253201, -22.993406], [-43.253195, -22.993428], [-43.253187, -22.993461], [-43.253171, -22.993527], [-43.253145, -22.993646], [-43.253138, -22.99368], [-43.253086, -22.993938], [-43.253078, -22.993973], [-43.253016, -22.994227], [-43.253011, -22.994325], [-43.253011, -22.994364], [-43.253023, -22.994397], [-43.253038, -22.994419], [-43.253065, -22.994445], [-43.253172, -22.994535], [-43.253665, -22.994894], [-43.25394, -22.995113], [-43.254257, -22.995381], [-43.25461, -22.995722], [-43.25488, -22.995981], [-43.255147, -22.99626], [-43.255544, -22.996684], [-43.256394, -22.997504], [-43.256509, -22.997632], [-43.256561, -22.997727], [-43.256574, -22.997845], [-43.256565, -22.997925], [-43.256525, -22.998058], [-43.256462, -22.998164], [-43.256359, -22.998255], [-43.256234, -22.998327], [-43.256065, -22.998401], [-43.255865, -22.998441], [-43.255568, -22.998471], [-43.255465, -22.998491], [-43.255406, -22.998493], [-43.255322, -22.998487], [-43.255132, -22.998459], [-43.255014, -22.998451], [-43.254919, -22.998455], [-43.25464, -22.998488], [-43.254252, -22.998532], [-43.253817, -22.998588], [-43.253503, -22.998644], [-43.253369, -22.998662], [-43.253246, -22.998644], [-43.253141, -22.99862], [-43.25305, -22.998604], [-43.252914, -22.998586], [-43.252798, -22.998596], [-43.252656, -22.998611], [-43.252477, -22.998642], [-43.251726, -22.998816], [-43.251421, -22.998879], [-43.251209, -22.998937], [-43.250783, -22.999046], [-43.25054, -22.999101], [-43.25036, -22.999142], [-43.250274, -22.999145], [-43.250208, -22.999139], [-43.250005, -22.999059], [-43.24988, -22.999006], [-43.249798, -22.998998], [-43.249395, -22.999012], [-43.248109, -22.999097], [-43.247962, -22.99913], [-43.247846, -22.999173], [-43.247758, -22.999216], [-43.247676, -22.999266], [-43.247534, -22.999388], [-43.247256, -22.999636], [-43.247184, -22.999715], [-43.247128, -22.999796], [-43.247028, -22.999942], [-43.246907, -23.000075], [-43.246793, -23.000174], [-43.246655, -23.000267], [-43.246419, -23.000396], [-43.246013, -23.000548], [-43.245872, -23.000563], [-43.24579, -23.00056], [-43.245674, -23.000551], [-43.245307, -23.000626], [-43.245106, -23.000656], [-43.24498, -23.000653], [-43.244728, -23.000613], [-43.244547, -23.0006], [-43.244054, -23.000611], [-43.243988, -23.000605], [-43.243891, -23.000575], [-43.24383, -23.000508], [-43.243707, -23.000143], [-43.243678, -23.000097], [-43.243609, -23.000058], [-43.243532, -23.000027], [-43.243435, -23.000008], [-43.242981, -22.999976], [-43.24271, -22.999958], [-43.24255, -22.999945], [-43.242429, -22.999941], [-43.242259, -22.999959], [-43.242113, -22.999994], [-43.241949, -23.000042], [-43.241836, -23.000074], [-43.241752, -23.000089], [-43.241668, -23.000092], [-43.241588, -23.000092], [-43.241515, -23.000078], [-43.24138, -23.000023], [-43.241178, -22.999907], [-43.241092, -22.999864], [-43.241042, -22.999829], [-43.240936, -22.999718], [-43.24074, -22.999491], [-43.240602, -22.999316], [-43.240467, -22.999109], [-43.24021, -22.998613], [-43.239996, -22.998221], [-43.239901, -22.998074], [-43.239826, -22.997971], [-43.239745, -22.997898], [-43.239634, -22.997828], [-43.239401, -22.99773], [-43.239115, -22.997611], [-43.238895, -22.997542], [-43.238645, -22.997493], [-43.23798, -22.99734], [-43.23772, -22.997266], [-43.237649, -22.99724], [-43.237564, -22.9972], [-43.237485, -22.997163], [-43.237173, -22.997024], [-43.236653, -22.996785], [-43.236369, -22.996652], [-43.236102, -22.99653], [-43.235958, -22.996443], [-43.235867, -22.996364], [-43.235749, -22.996239], [-43.235653, -22.996095], [-43.235484, -22.99582], [-43.235314, -22.995522], [-43.235218, -22.99535], [-43.235157, -22.995258], [-43.23508, -22.995153], [-43.234976, -22.995037], [-43.23489, -22.994954], [-43.234774, -22.994867], [-43.234628, -22.994799], [-43.234448, -22.99474], [-43.234392, -22.994721], [-43.234243, -22.994664], [-43.234131, -22.994603], [-43.234039, -22.994533], [-43.233914, -22.994402], [-43.23381, -22.994251], [-43.233749, -22.994135], [-43.233702, -22.993992], [-43.23368, -22.993873], [-43.233674, -22.993769], [-43.233677, -22.993672], [-43.233724, -22.993552], [-43.233807, -22.99343], [-43.233867, -22.993325], [-43.233913, -22.99323], [-43.233931, -22.993142], [-43.233938, -22.99303], [-43.233949, -22.99284]]"
Avenida Lauro Sodré,Botafogo,"[[-43.178888, -22.953428], [-43.178745, -22.953831], [-43.178279, -22.954956], [-43.178032, -22.955447], [-43.177925, -22.95566], [-43.177849, -22.955864], [-43.177788, -22.956087], [-43.177735, -22.956242], [-43.177703, -22.956429], [-43.177667, -22.956761], [-43.177616, -22.957079], [-43.177501, -22.95765], [-43.17745, -22.957884], [-43.177391, -22.958095], [-43.17733, -22.958274], [-43.177053, -22.95882]]"
Avenida Infante Dom Henrique,Flamengo,"[[-43.177423, -22.943005], [-43.176974, -22.943297], [-43.176584, -22.94354], [-43.176155, -22.943792], [-43.175959, -22.94389], [-43.175652, -22.943997], [-43.175466, -22.944042], [-43.175236, -22.944067], [-43.174927, -22.944063], [-43.174647, -22.944027], [-43.174334, -22.943934], [-43.17406, -22.943808], [-43.173778, -22.943624], [-43.173459, -22.943408], [-43.172984, -22.943081], [-43.172393, -22.942627], [-43.172108, -22.942392], [-43.171335, -22.941698], [-43.170973, -22.941357], [-43.170876, -22.941262], [-43.170744, -22.941108], [-43.170618, -22.940939], [-43.170421, -22.940659], [-43.170316, -22.940436], [-43.170223, -22.940208], [-43.170142, -22.939888], [-43.170113, -22.939672], [-43.1701, -22.939514], [-43.170095, -22.939373], [-43.17011, -22.939148], [-43.170126, -22.939025], [-43.170171, -22.93879], [-43.170256, -22.938537], [-43.17035, -22.938293], [-43.170443, -22.938083], [-43.170531, -22.93795], [-43.170626, -22.937816], [-43.170878, -22.937532], [-43.17118, -22.937268], [-43.17206, -22.936653], [-43.172461, -22.936398], [-43.172646, -22.936246], [-43.172756, -22.936139], [-43.172877, -22.935996], [-43.173008, -22.935814], [-43.173146, -22.93557], [-43.173249, -22.935328], [-43.173366, -22.935016], [-43.173465, -22.93465], [-43.173581, -22.934082], [-43.173603, -22.933857], [-43.173615, -22.933647], [-43.173606, -22.933355], [-43.173562, -22.932906], [-43.17349, -22.932578], [-43.173431, -22.932372], [-43.172808, -22.930322], [-43.172715, -22.930015], [-43.172621, -22.929707], [-43.172108, -22.927975], [-43.17182, -22.927043]]"
Avenida Infante Dom Henrique,Botafogo,"[[-43.177423, -22.943005], [-43.176974, -22.943297], [-43.176584, -22.94354], [-43.176155, -22.943792], [-43.175959, -22.94389], [-43.175652, -22.943997], [-43.175466, -22.944042], [-43.175236, -22.944067], [-43.174927, -22.944063], [-43.174647, -22.944027], [-43.174334, -22.943934], [-43.17406, -22.943808], [-43.173778, -22.943624], [-43.173459, -22.943408], [-43.172984, -22.943081], [-43.172393, -22.942627], [-43.172108, -22.942392], [-43.171335, -22.941698], [-43.170973, -22.941357], [-43.170876, -22.941262], [-43.170744, -22.941108], [-43.170618, -22.940939], [-43.170421, -22.940659], [-43.170316, -22.940436], [-43.170223, -22.940208], [-43.170142, -22.939888], [-43.170113, -22.939672], [-43.1701, -22.939514], [-43.170095, -22.939373], [-43.17011, -22.939148], [-43.170126, -22.939025], [-43.170171, -22.93879], [-43.170256, -22.938537], [-43.17035, -22.938293], [-43.170443, -22.938083], [-43.170531, -22.93795], [-43.170626, -22.937816], [-43.170878, -22.937532], [-43.17118, -22.937268], [-43.17206, -22.936653], [-43.172461, -22.936398], [-43.172646, -22.936246], [-43.172756, -22.936139], [-43.172877, -22.935996], [-43.173008, -22.935814], [-43.173146, -22.93557], [-43.173249, -22.935328], [-43.173366, -22.935016], [-43.173465, -22.93465], [-43.173581, -22.934082], [-43.173603, -22.933857], [-43.173615, -22.933647], [-43.173606, -22.933355], [-43.173562, -22.932906], [-43.17349, -22.932578], [-43.173431, -22.932372], [-43.172808, -22.930322], [-43.172715, -22.930015], [-43.172621, -22.929707], [-43.172108, -22.927975], [-43.17182, -22.927043]]"
Rua Piragibe Frota Aguiar,Copacabana,"[[-43.194133, -22.983915], [-43.195015, -22.98362]]"
Rua Piragibe Frota Aguiar,Ipanema,"[[-43.194133, -22.983915], [-43.195015, -22.98362]]"
Rua Professor Arthur Ramos,Leblon,"[[-43.225259, -22.984171], [-43.224587, -22.983999], [-43.224263, -22.983917], [-43.223433, -22.983705], [-43.223302, -22.983671]]"
Autoestrada Lagoa-Barra,Leblon,"[[-43.21965, -22.977136], [-43.219579, -22.97715], [-43.219483, -22.977148], [-43.219372, -22.977121], [-43.219286, -22.977112], [-43.219198, -22.977112], [-43.219118, -22.977121], [-43.219047, -22.977141], [-43.218999, -22.977168], [-43.218871, -22.977256]]"
Avenida Beira-Mar,Flamengo,"[[-43.172835, -22.925198], [-43.172911, -22.925429]]"
Avenida Carlos Peixoto,Botafogo,"[[-43.177817, -22.956988], [-43.177753, -22.958086], [-43.177739, -22.958241], [-43.177726, -22.958309], [-43.177706, -22.958373], [-43.177425, -22.958925], [-43.1774, -22.958951], [-43.17736, -22.958986], [-43.17731, -22.95901], [-43.17725, -22.959014], [-43.177164, -22.958997], [-43.177078, -22.958955], [-43.176655, -22.958747], [-43.17664, -22.95874], [-43.17655, -22.958686], [-43.176499, -22.958639], [-43.176424, -22.958455], [-43.176393, -22.958369], [-43.176371, -22.958316], [-43.17602, -22.958085], [-43.175901, -22.958001], [-43.175823, -22.95794], [-43.175747, -22.957871], [-43.175686, -22.957799], [-43.17561, -22.957688], [-43.17547, -22.957483], [-43.175355, -22.957316], [-43.175248, -22.957194], [-43.175214, -22.957176], [-43.175177, -22.957176], [-43.175143, -22.957187], [-43.175085, -22.957231], [-43.175074, -22.957258], [-43.175075, -22.957279], [-43.175092, -22.95731], [-43.175217, -22.957464], [-43.175271, -22.957544], [-43.175309, -22.957631], [-43.175415, -22.957947], [-43.175458, -22.958029], [-43.175518, -22.958097], [-43.175744, -22.958301], [-43.175843, -22.958406], [-43.176216, -22.958853], [-43.176653, -22.95929], [-43.176793, -22.959418], [-43.176869, -22.959475], [-43.176968, -22.959539], [-43.177565, -22.959857], [-43.178372, -22.960333], [-43.178528, -22.960442], [-43.178636, -22.960509]]"
Travessa do Procópio,Urca,"[[-43.1905, -22.9645], [-43.178, -22.975]]"
Rua Pires de Almeida,Laranjeiras,"[[-43.194569, -22.938416], [-43.194325, -22.937947], [-43.194296, -22.937885], [-43.194037, -22.937382], [-43.194037, -22.937373], [-43.19404, -22.937367], [-43.194125, -22.937337], [-43.193868, -22.936869], [-43.19374, -22.936709], [-43.193424, -22.936422], [-43.193418, -22.936419], [-43.193413, -22.936419], [-43.193408, -22.936419], [-43.193307, -22.936514]]"
Rua Presidente Carlos de Campos,Laranjeiras,"[[-43.181315, -22.936349], [-43.180961, -22.937023], [-43.180907, -22.937105], [-43.180895, -22.937137], [-43.1809, -22.937177], [-43.180937, -22.937216], [-43.18132, -22.937692], [-43.18146, -22.937818], [-43.181536, -22.937956], [-43.181591, -22.938022], [-43.181634, -22.938062], [-43.181685, -22.938095], [-43.182281, -22.938357], [-43.182852, -22.938608], [-43.183165, -22.93874]]"
Rua Princesa Diana de Gales,São Conrado,"[[-43.269898, -22.999076], [-43.26975, -22.999125], [-43.269713, -22.999145], [-43.26967, -22.999177], [-43.26964, -22.999212], [-43.269616, -22.999249], [-43.269597, -22.9993], [-43.269585, -22.999352], [-43.269581, -22.999425], [-43.26958, -22.999561], [-43.269579, -22.999683], [-43.269579, -22.999732], [-43.269574, -22.999781], [-43.269541, -22.999897], [-43.269517, -22.99997], [-43.269506, -23.000012], [-43.269495, -23.000043], [-43.26948, -23.00008], [-43.269465, -23.0001], [-43.269448, -23.000117], [-43.269413, -23.000138], [-43.269368, -23.000151]]"
Rua Principado de Mônaco,Botafogo,"[[-43.192818, -22.95787], [-43.192723, -22.95788], [-43.191901, -22.957563], [-43.191771, -22.957513], [-43.19165, -22.957467]]"
Rua Quintino Cunha,Gávea,"[[-43.226041, -22.972533], [-43.225801, -22.973018]]"
Rua Paulo VI,Laranjeiras,"[[-43.179439, -22.939895], [-43.179327, -22.939784], [-43.179216, -22.93963], [-43.179016, -22.939138], [-43.178893, -22.938861], [-43.178801, -22.938636], [-43.178769, -22.93854], [-43.17874, -22.938412], [-43.178587, -22.937661], [-43.178422, -22.936892], [-43.178316, -22.936263], [-43.178288, -22.936091], [-43.178224, -22.935617], [-43.178216, -22.93554], [-43.178218, -22.935485], [-43.178225, -22.935435], [-43.178249, -22.935268], [-43.178282, -22.93513]]"
Rua Rumânia,Laranjeiras,"[[-43.194522, -22.939412], [-43.194429, -22.938772], [-43.194359, -22.938547], [-43.194357, -22.9385]]"
Rua Moura Brasil,Laranjeiras,"[[-43.184823, -22.936171], [-43.185148, -22.935591], [-43.185313, -22.935329], [-43.185454, -22.935106], [-43.18545, -22.935032], [-43.185433, -22.935006], [-43.185407, -22.934966], [-43.184689, -22.934659], [-43.184647, -22.934641], [-43.184568, -22.934625], [-43.184507, -22.934633], [-43.184486, -22.93464], [-43.184466, -22.934666], [-43.184437, -22.934703]]"
Rua Mundo Novo,Botafogo,"[[-43.185862, -22.943556], [-43.185891, -22.943537], [-43.18591, -22.943517], [-43.185923, -22.943493], [-43.18592, -22.943229], [-43.185927, -22.943203], [-43.185941, -22.943179], [-43.185961, -22.94316], [-43.185986, -22.943145], [-43.186014, -22.943138], [-43.186258, -22.943072], [-43.186275, -22.943058], [-43.186286, -22.943039], [-43.186288, -22.943018], [-43.186282, -22.942998], [-43.186271, -22.942982], [-43.186255, -22.942971], [-43.186236, -22.942965], [-43.186217, -22.942965], [-43.186195, -22.942969], [-43.185579, -22.943101], [-43.185535, -22.943107], [-43.185492, -22.943102], [-43.18547, -22.943092], [-43.185453, -22.943075], [-43.185447, -22.943053], [-43.185446, -22.94303], [-43.18545, -22.943002], [-43.185467, -22.942976], [-43.185509, -22.942958], [-43.185558, -22.94295], [-43.186171, -22.942883], [-43.186409, -22.942813], [-43.186565, -22.942792], [-43.186614, -22.94277], [-43.186687, -22.942706], [-43.187196, -22.942184], [-43.187222, -22.942163], [-43.187254, -22.94215], [-43.187288, -22.942145], [-43.187322, -22.942149], [-43.187354, -22.942161], [-43.187381, -22.942181], [-43.187402, -22.942207], [-43.187414, -22.942237], [-43.187417, -22.942269], [-43.18741, -22.9423], [-43.187394, -22.942329], [-43.187256, -22.942543], [-43.187236, -22.942578], [-43.187222, -22.942616], [-43.187215, -22.942658], [-43.187217, -22.942701], [-43.187244, -22.943243], [-43.187253, -22.943267], [-43.187268, -22.943289], [-43.187288, -22.943306], [-43.187311, -22.943318], [-43.187336, -22.943324], [-43.187362, -22.943325], [-43.187388, -22.94332], [-43.188618, -22.942998], [-43.188639, -22.942989], [-43.188654, -22.942972], [-43.188662, -22.942952], [-43.188661, -22.94293], [-43.188652, -22.942913], [-43.188638, -22.9429], [-43.18862, -22.942891], [-43.1886, -22.942889], [-43.187789, -22.942965], [-43.187757, -22.942968], [-43.187726, -22.942964], [-43.187696, -22.942953], [-43.18767, -22.942936], [-43.187651, -22.942914], [-43.187637, -22.942888], [-43.18763, -22.942861], [-43.187634, -22.942757], [-43.187646, -22.942715], [-43.187661, -22.942675], [-43.18769, -22.942618], [-43.187727, -22.942564], [-43.187767, -22.942509], [-43.187818, -22.942453], [-43.187887, -22.942381], [-43.187918, -22.942352], [-43.187946, -22.942319], [-43.187976, -22.942277], [-43.188001, -22.942233], [-43.188047, -22.94212], [-43.188065, -22.94206], [-43.188076, -22.941998], [-43.188081, -22.941944], [-43.188082, -22.94189], [-43.18807, -22.941836], [-43.188052, -22.941783], [-43.188026, -22.941733], [-43.187994, -22.941687], [-43.187957, -22.941646], [-43.187914, -22.941609], [-43.187859, -22.941575], [-43.187799, -22.94155], [-43.187736, -22.941533], [-43.187676, -22.941524], [-43.187615, -22.941524], [-43.187554, -22.941531], [-43.187491, -22.941546], [-43.18743, -22.941568], [-43.187382, -22.941594], [-43.187337, -22.941626], [-43.187262, -22.94168], [-43.187171, -22.941731], [-43.18692, -22.941858], [-43.186197, -22.94221], [-43.186101, -22.94225], [-43.186019, -22.942278], [-43.185414, -22.942437], [-43.185391, -22.942446], [-43.185365, -22.942449], [-43.185341, -22.942443], [-43.185319, -22.942431], [-43.185303, -22.942414], [-43.185293, -22.942392], [-43.185291, -22.942371], [-43.185296, -22.94235], [-43.185307, -22.942331], [-43.185323, -22.942316], [-43.185344, -22.942306], [-43.185603, -22.942206], [-43.185896, -22.942084], [-43.1861, -22.941975], [-43.18633, -22.941848], [-43.187073, -22.941435], [-43.187146, -22.941394], [-43.187222, -22.941358], [-43.187296, -22.94133], [-43.187371, -22.941306], [-43.187449, -22.941288], [-43.187663, -22.941251], [-43.187717, -22.941241], [-43.187771, -22.941235], [-43.187826, -22.941234], [-43.187885, -22.941238], [-43.187943, -22.941248], [-43.187999, -22.941263], [-43.18806, -22.941291], [-43.188117, -22.941324], [-43.188171, -22.941362], [-43.188219, -22.941402], [-43.188262, -22.941446], [-43.188301, -22.941493], [-43.188433, -22.94167], [-43.188492, -22.9418], [-43.188534, -22.941973], [-43.188557, -22.942024], [-43.188589, -22.942068], [-43.188626, -22.942102], [-43.188672, -22.942123], [-43.188736, -22.942149], [-43.188918, -22.942163], [-43.189056, -22.942166], [-43.189156, -22.942144], [-43.189213, -22.942125], [-43.18928, -22.94209], [-43.189337, -22.942048], [-43.18939, -22.941992], [-43.189431, -22.941883], [-43.18955, -22.941634], [-43.189608, -22.941491], [-43.189683, -22.941237]]"
Rua Mário de Andrade,Humaitá,"[[-43.197876, -22.952698], [-43.197541, -22.9533], [-43.197457, -22.953414], [-43.197359, -22.95348], [-43.197205, -22.953538], [-43.197159, -22.953561]]"
Rua Nina Rodrigues,Jardim Botânico,"[[-43.215485, -22.960701], [-43.214849, -22.961721]]"
Rua Odílio Bacelar,Urca,"[[-43.168218, -22.953173], [-43.169013, -22.952898], [-43.169113, -22.952868]]"
Rua Marquesa de Santos,Laranjeiras,"[[-43.181598, -22.92962], [-43.181539, -22.929633], [-43.181443, -22.929861], [-43.181401, -22.929961], [-43.181329, -22.930139], [-43.181185, -22.9305], [-43.181056, -22.930818], [-43.18099, -22.930979], [-43.180919, -22.931163], [-43.180889, -22.931238]]"
Rua Martins Ribeiro,Flamengo,"[[-43.178883, -22.932876], [-43.178772, -22.933738], [-43.17868, -22.934185], [-43.178653, -22.934253], [-43.178402, -22.934725]]"
Rua Miguel Pereira,Humaitá,"[[-43.200049, -22.95872], [-43.200271, -22.958551], [-43.200325, -22.958491], [-43.200361, -22.958444], [-43.200389, -22.958402], [-43.200542, -22.958107], [-43.200596, -22.958001], [-43.201552, -22.95688]]"
Rua Ministro Raul Machado,Leblon,"[[-43.221761, -22.979646], [-43.221964, -22.97887], [-43.222187, -22.977897], [-43.222214, -22.977793], [-43.222238, -22.977711], [-43.222277, -22.977581]]"
Rua Lírio da Paz,Urca,"[[-43.1905, -22.9645], [-43.178, -22.975]]"
Rua Major Rubens Vaz,Gávea,"[[-43.228132, -22.97336], [-43.227807, -22.973191], [-43.227528, -22.973085], [-43.226041, -22.972533], [-43.225425, -22.972273], [-43.224789, -22.972004]]"
Rua Marechal Francisco de Moura,Botafogo,"[[-43.193161, -22.94855], [-43.193113, -22.948625], [-43.193104, -22.94866], [-43.193102, -22.948728], [-43.193106, -22.948775], [-43.193077, -22.948793], [-43.193043, -22.948825], [-43.193014, -22.948872], [-43.192999, -22.948924], [-43.192995, -22.948962], [-43.193007, -22.949036], [-43.193026, -22.949083], [-43.193049, -22.949123], [-43.19309, -22.949162], [-43.193243, -22.949256], [-43.1934, -22.949342], [-43.193451, -22.94938], [-43.193486, -22.949425], [-43.193505, -22.949461], [-43.193522, -22.949507], [-43.193529, -22.949561], [-43.193529, -22.9496], [-43.193525, -22.949634], [-43.19351, -22.949666], [-43.193495, -22.9497], [-43.19344, -22.949772], [-43.193268, -22.949893]]"
Rua José Joaquim Seabra,Jardim Botânico,"[[-43.216903, -22.963615], [-43.216258, -22.964122], [-43.216148, -22.964208], [-43.216093, -22.964255], [-43.215706, -22.964562], [-43.215576, -22.964666], [-43.215521, -22.964699], [-43.215448, -22.964727], [-43.215389, -22.964742], [-43.215348, -22.964754], [-43.215283, -22.96477]]"
Rua Julieta Niemeyer,São Conrado,"[[-43.271333, -22.995628], [-43.271258, -22.995678], [-43.271224, -22.995793], [-43.271211, -22.996027], [-43.271262, -22.996404], [-43.27139, -22.996747], [-43.271449, -22.996969], [-43.271461, -22.997234], [-43.271416, -22.997476], [-43.271306, -22.997686], [-43.271172, -22.997825], [-43.270915, -22.997929], [-43.270549, -22.998037], [-43.27037, -22.998057]]"
