Rua,Bairro,Path_Coordinates
Rua Professor Manoel Ferreira,Gávea,"[[-43.228400836102665, -22.978258711613336], [-43.22873813166519, -22.97785449670511], [-43.2289462572128, -22.977503170900697], [-43.22903788988732, -22.976990663317853], [-43.22816843005635, -22.97716610386219]]"
Rua Álvaro Chaves,Laranjeiras,"[[-43.1849840691263, -22.93559274132044], [-43.185859995599046, -22.935837062892986], [-43.18584813229041, -22.936158452358367], [-43.1855319278543, -22.9368346063451], [-43.185628448902335, -22.93583910756708]]"
Rua Pereira da Silva,Laranjeiras,"[[-43.185500358391444, -22.938409122929627], [-43.185725809568595, -22.938579471618585], [-43.18584174272673, -22.938260091072724], [-43.18671885014647, -22.937963624135108], [-43.18583784224071, -22.937336177447662]]"
Rua Paul Redfern,Ipanema,"[[-43.20413550286312, -22.98549140611378], [-43.20397202956828, -22.985287792645888], [-43.204295860749546, -22.98548486908771], [-43.204512375848424, -22.98623122104261], [-43.20404364449544, -22.9869058994124]]"
Cardeal Arcoverde,Copacabana,"[[-43.18212862160368, -22.9671858031731], [-43.18197465837885, -22.966441977050536], [-43.181368634615794, -22.96675101534309], [-43.18221007404653, -22.966670457556713], [-43.18139403695569, -22.966538756436087]]"
BRS 2: Joana Angélica,Ipanema,"[[-43.20609132686839, -22.98553918325789], [-43.20589996722006, -22.985673640289207], [-43.20502083004201, -22.986512409478866], [-43.204847582205446, -22.986002142243976], [-43.20568720869182, -22.985345264902097]]"
Estrada do Joá,São Conrado,"[[-43.18049918263971, -22.96912808256329], [-43.17961742230059, -22.969573944063864], [-43.178867155063344, -22.970325252381002], [-43.1795128480169, -22.969383371881793], [-43.180432276979346, -22.968939239753386]]"
Galeria Menescal,Copacabana,"[[-43.18008437651051, -22.967016128644545], [-43.18012182060807, -22.966671627269957], [-43.17922075496616, -22.966052277197424], [-43.178255712421645, -22.96700814490006], [-43.177626938863106, -22.967835880621934]]"
BRS 2 Belford Roxo,Copacabana,"[[-43.18183626052331, -22.96786086616172], [-43.18272712970675, -22.96809896247167], [-43.181922323154524, -22.967900040192355], [-43.18248965759926, -22.96813360946046], [-43.18339293217716, -22.96824845476859]]"
BRS 1 Xavier da Silveira,Copacabana,"[[-43.18358138266637, -22.966971997219424], [-43.18347200861679, -22.966372430490534], [-43.18320909103162, -22.965720565873433], [-43.18301196504518, -22.965151754927007], [-43.18209607332533, -22.965323472790576]]"
BRS 3 Bolivar,Copacabana,"[[-43.181946095263434, -22.96917707416351], [-43.18257641846754, -22.969033858864545], [-43.18236769982811, -22.96991468466984], [-43.18232089708627, -22.96938730013114], [-43.18198785313289, -22.9699337548805]]"
Praça dos Bondes,Urca,"[[-43.16489324569364, -22.957019799449608], [-43.16511983157955, -22.957615211551293], [-43.16532424469769, -22.95851291114005], [-43.16535765612776, -22.95848949624582], [-43.16467936291162, -22.958723928045014]]"
Rua Artur Araripe,Gávea,"[[-43.23257306592673, -22.97822775149826], [-43.23244102907695, -22.978080019798906], [-43.23232528172563, -22.97732395277322], [-43.23322789202883, -22.97640437073241], [-43.23413976030569, -22.977208355362848]]"
Rua Jerônimo Monteiro,Leblon,"[[-43.224426489052306, -22.984926566911437], [-43.223742158299004, -22.984034625131745], [-43.22458778323855, -22.98444140016743], [-43.22533389441104, -22.98510162602099], [-43.225296771033705, -22.985855058462395]]"
Rua Carvalho de Mendonça,Copacabana,"[[-43.181594114506446, -22.964562967999694], [-43.182309001396376, -22.9636650066656], [-43.18219953778981, -22.963900727715934], [-43.18319116290256, -22.964747211592158], [-43.182907523868955, -22.964406342924566]]"
Rua Professor Azevedo Marques,Leblon,"[[-43.22455596973093, -22.986307341996447], [-43.22520180522014, -22.986636598784013], [-43.22428836435236, -22.987439750405812], [-43.22383105178389, -22.98724103095573], [-43.2240447575249, -22.987610303469197]]"
Ponto Regulador: Metrô Siqueira Campos,Copacabana,"[[-43.180914915728216, -22.969425810175352], [-43.180821057976246, -22.969070718564986], [-43.17997618940893, -22.96912053881925], [-43.180414987782456, -22.969975068923695], [-43.17985013615803, -22.970275193216555]]"
Rua do Pinheiro,Flamengo,"[[-43.17441626343741, -22.934454155995176], [-43.17461759827701, -22.93500484119989], [-43.17366115693996, -22.935185495461305], [-43.173062840997744, -22.935823711658546], [-43.17260110030619, -22.9361553262302]]"
Praça Eugênio Jardim,Copacabana,"[[-43.180875006610094, -22.965504329360044], [-43.1817557719594, -22.964771482992965], [-43.18247579720596, -22.964387381886887], [-43.18237862037585, -22.96455574475085], [-43.18233939702424, -22.96475026578136]]"
Passagem Paulo Roberto Lopes Lima,Botafogo,"[[-43.18592399420169, -22.95084726372798], [-43.186606520674935, -22.951581244130164], [-43.185847317681514, -22.950682697917674], [-43.184864252129856, -22.949868613996845], [-43.18515337345513, -22.950451983216826]]"
Rua Anita Garibaldi,Copacabana,"[[-43.18355313250398, -22.96798966279973], [-43.1834019456467, -22.967802101535845], [-43.18345846597166, -22.968479185867718], [-43.1833178920942, -22.968372242315297], [-43.182833349309696, -22.968952027929472]]"
Rua João Lira,Leblon,"[[-43.22131664247367, -22.984118724108786], [-43.22092673623498, -22.984596399243763], [-43.22033424901607, -22.98446161735545], [-43.220114033171996, -22.98399156698307], [-43.22084766892066, -22.98401521163245]]"
Rua Vitório da Costa,Humaitá,"[[-43.19491775286871, -22.95540420427796], [-43.19590482415313, -22.955827835226042], [-43.19633357217601, -22.95583535678224], [-43.19728567964547, -22.95536614018082], [-43.19640273117046, -22.95519648455821]]"
Rua Almirante Pereira Guimarães,Leblon,"[[-43.22094590852643, -22.9882514680491], [-43.22113117747801, -22.988150404687907], [-43.220338028161066, -22.98810765064496], [-43.22129289913766, -22.988715062040338], [-43.221138664972884, -22.98799173227094]]"
Viaduto Engenheiro Noronha,Laranjeiras,"[[-43.18822195981987, -22.93423903346024], [-43.18739587688609, -22.933739313597663], [-43.18803430658497, -22.93359506767022], [-43.18863701743117, -22.93405747244016], [-43.189024186532464, -22.934563758384968]]"
Rua Assis Brasil,Copacabana,"[[-43.18200747532107, -22.96794100151655], [-43.182831898846956, -22.968777851665326], [-43.182795743850875, -22.96943419274461], [-43.18322917504389, -22.970006203387214], [-43.18260544279587, -22.970205577714868]]"
Rua Alberto de Campos,Ipanema,"[[-43.20220806531786, -22.982386740813755], [-43.20316778961996, -22.981521234935634], [-43.20239544703185, -22.982213667524608], [-43.20226626575398, -22.982296630400235], [-43.201908132544986, -22.98197057599279]]"
Rua Barao de Oliveira Castro,Jardim Botânico,"[[-43.22127667274477, -22.963679055234415], [-43.22217823091569, -22.962919550429827], [-43.22138345948076, -22.963457388724077], [-43.22194215736152, -22.963945005695198], [-43.221223933846225, -22.964668755108917]]"
Rua Capistrano de Abreu,Botafogo,"[[-43.18375175747393, -22.953465601695548], [-43.18412656142411, -22.952945590605623], [-43.184707180869246, -22.953124225339604], [-43.184415975715126, -22.952171103292958], [-43.18480920462787, -22.951302015531528]]"
Rua Doutor Xavier Sigaud,Botafogo,"[[-43.1825061661484, -22.950750066088798], [-43.18324473150122, -22.950962955416585], [-43.18278611190026, -22.9506195376981], [-43.183372476113995, -22.950469416551183], [-43.183748096640855, -22.950460504667845]]"
Rua Doutor Sampaio Corrêa,Botafogo,"[[-43.18690665185459, -22.950428711543854], [-43.18736832871261, -22.95061806082256], [-43.18680155427262, -22.951220797594836], [-43.18706108990125, -22.95040229220596], [-43.18626709932252, -22.949899734357214]]"
Aléia Pedro Gordilho,Jardim Botânico,"[[-43.22073994135742, -22.96226224871092], [-43.22161507870287, -22.962583767388573], [-43.22239705147159, -22.962611420080364], [-43.222763166228056, -22.96311434043851], [-43.222012188927266, -22.962496687791525]]"
Rua Coelho Neto,Laranjeiras,"[[-43.186212094297694, -22.93395661437578], [-43.18583144860389, -22.93466322414775], [-43.185466367646356, -22.93377317601859], [-43.1854652090115, -22.934109942320376], [-43.18544406819404, -22.933818492233673]]"
Rua Diniz Cordeiro,Botafogo,"[[-43.18313149172342, -22.950085623816676], [-43.18222671821862, -22.950811023751246], [-43.18190209074116, -22.95115337851555], [-43.18127819827188, -22.950649728223635], [-43.18165235917583, -22.94975822881918]]"
Rua General Olympio Mourão Filho,São Conrado,"[[-43.18074813362292, -22.969869754561877], [-43.18124350415065, -22.969514308079475], [-43.18190578722391, -22.968768221785446], [-43.18147085724269, -22.969660952202403], [-43.18077266120277, -22.969710000771936]]"
Rua General Barbosa Lima,Copacabana,"[[-43.18240654221016, -22.96548134684518], [-43.18196577421298, -22.9661029552604], [-43.1817571482485, -22.96608072798342], [-43.18109973028086, -22.966158931307007], [-43.18068095263722, -22.96549980587564]]"
Rua Doutor Xavier Sigaud,Urca,"[[-43.161817855003974, -22.953973922116802], [-43.16105929589166, -22.954247956435996], [-43.1618341149586, -22.953797213235525], [-43.16106135423468, -22.95398165716671], [-43.160138520995396, -22.954887263763315]]"
Aléia João Gomes,Jardim Botânico,"[[-43.22150724926756, -22.96637664446107], [-43.22191070435909, -22.965492528022093], [-43.22212446076268, -22.964941517428656], [-43.22310303016729, -22.965663009287088], [-43.22215147253019, -22.965574494613058]]"
Vila Maria da Glória,Botafogo,"[[-43.18517673697617, -22.952835450292902], [-43.184416907722714, -22.952954120526055], [-43.18440139204634, -22.952943078942607], [-43.18343591296452, -22.953666335753166], [-43.1842891848296, -22.954166389971427]]"
Travessa Jaú,Copacabana,"[[-43.18316684659671, -22.968009126076044], [-43.18377542131651, -22.967438998233952], [-43.183477927088724, -22.966798491596062], [-43.18356186985556, -22.966960552048505], [-43.18305764119017, -22.967447257634134]]"
Avenida Bartolomeu Mitre,Gávea,"[[-43.22702559328769, -22.975023699305435], [-43.22618421048613, -22.975153174746122], [-43.22707474507228, -22.975463141066275], [-43.22723735478562, -22.976054656853538], [-43.228236900709184, -22.97661538699635]]"
Avenida Borges de Medeiros,Leblon,"[[-43.22369311242612, -22.98434624661108], [-43.224557902927174, -22.98510551945866], [-43.2237002870058, -22.984657461081113], [-43.224462005661806, -22.984796389439285], [-43.224764341846885, -22.98477160379782]]"
Autoestrada Engenheiro Fernando Mac Dowell,São Conrado,"[[-43.18453637840676, -22.969787691320427], [-43.18354771780139, -22.970716510858814], [-43.18444005675157, -22.971251054160984], [-43.185362141058874, -22.97187130350279], [-43.18475733748997, -22.972087681713557]]"
Rua Marechal Ramon Castilla,Botafogo,"[[-43.18524663557958, -22.950846479358592], [-43.18451456422949, -22.95012358798655], [-43.18395847161652, -22.95110376659557], [-43.18298079053391, -22.951182299395086], [-43.18200699864313, -22.951215835243335]]"
Ponto Final: General Osório :: Rua Prudente de Morais,Ipanema,"[[-43.20104718616313, -22.983169630124276], [-43.20185245237555, -22.98245456890877], [-43.20216129320381, -22.98204182491515], [-43.20235433126575, -22.98302786039139], [-43.201716592724715, -22.983558351547938]]"
Ponto Final: Largo do Machado :: Linha 497,Catete,"[[-43.179453085099844, -22.92849641236699], [-43.179985950377706, -22.929014081938373], [-43.18061170183689, -22.929877708698843], [-43.18102897969121, -22.92976660955907], [-43.18127524593052, -22.92993181999441]]"
Rua Leblon,Leblon,"[[-43.222719064298104, -22.985842258170067], [-43.22181225853934, -22.98662865676206], [-43.2222169579842, -22.98750820287226], [-43.22257615541192, -22.98791207046992], [-43.22200983255007, -22.988583496783377]]"
Rua Joseph Bloch,Copacabana,"[[-43.18527678617444, -22.969756923839768], [-43.185896528641806, -22.968938064832397], [-43.185807266899594, -22.968295564523277], [-43.18489637051672, -22.96913985148406], [-43.184177079826014, -22.969645929150076]]"
Rua General Rabelo,Gávea,"[[-43.22992931726058, -22.978520627122567], [-43.22905972622559, -22.977981741963724], [-43.2284204764865, -22.977163337691312], [-43.229022037114824, -22.97638695499199], [-43.22944410006498, -22.97681858640057]]"
Rua Caminhoá,Jardim Botânico,"[[-43.2220407214198, -22.964732668052072], [-43.22270558834119, -22.9643501747245], [-43.22269889807998, -22.964729557760293], [-43.222219959613504, -22.964136676637246], [-43.22290841309234, -22.963845607924423]]"
Rua Joaquim Caetano,Urca,"[[-43.163518900818254, -22.955735820939218], [-43.16397092461931, -22.956656198060326], [-43.163063659403655, -22.955744899125794], [-43.16397745918576, -22.956040245017288], [-43.16419302359889, -22.956682055138632]]"
Rua Sá Ferreira,Copacabana,"[[-43.18504790476375, -22.965918904937993], [-43.18528467176553, -22.96495638978321], [-43.18559948959991, -22.964405920705413], [-43.18621545743043, -22.964150582951095], [-43.18533932915129, -22.964858540912502]]"
Rua Capistrano de Abreu,Humaitá,"[[-43.193150390732704, -22.955247399299], [-43.19348081264892, -22.956109325425178], [-43.19320952200501, -22.956481919175662], [-43.19391250844173, -22.95677000362872], [-43.193283740600386, -22.95657706947789]]"
Rua Barão de Guaratiba,Catete,"[[-43.179875100168985, -22.927319870816124], [-43.179589510027974, -22.927720075630134], [-43.17919735030484, -22.927518184661057], [-43.17854935500108, -22.927793180691996], [-43.17861127350604, -22.928385005369684]]"
Rua Capelão Álvares da Silva,Copacabana,"[[-43.18039789619387, -22.969840821317558], [-43.180030155944046, -22.97015496199204], [-43.17965006216723, -22.971104264783513], [-43.18053858046005, -22.97147206216042], [-43.1810569728279, -22.97125243663732]]"
Rua Camuirano,Botafogo,"[[-43.18651213658702, -22.954017020493428], [-43.185690484057645, -22.954837501492307], [-43.185722763619914, -22.95582540740594], [-43.18610740544096, -22.956578912489675], [-43.18678401633441, -22.95572679337004]]"
Praça Professor José Acioli,Ipanema,"[[-43.203719936410614, -22.981950603349198], [-43.20361194989961, -22.981181645894004], [-43.204221033898875, -22.981112527455693], [-43.20338805559665, -22.981780068731588], [-43.20364389108672, -22.982124392333887]]"
Rua Juquiá,Leblon,"[[-43.22027243338601, -22.983087625320167], [-43.219510643064915, -22.98289276683502], [-43.219996517680535, -22.98379355501832], [-43.220542560601594, -22.98386348234988], [-43.219704144539485, -22.983375671975274]]"
Orla Leme,Copacabana,"[[-43.183030885403035, -22.964730695607177], [-43.183327585658354, -22.964752598806278], [-43.18318967469179, -22.963933501860254], [-43.18256606125509, -22.96340915268589], [-43.182698672592444, -22.963725454602056]]"
Praça Tenente Gil Guilherme,Urca,"[[-43.16035404606455, -22.953236389199287], [-43.159870791489645, -22.95298996845315], [-43.159180712191855, -22.952379773829065], [-43.160078185273505, -22.95258966715335], [-43.159730672813936, -22.952785914610878]]"
Rua Barão de Jaguaripe,Ipanema,"[[-43.20319153515338, -22.984258105423187], [-43.20269279628009, -22.984885265813478], [-43.203284667503, -22.98479387387585], [-43.202787450085836, -22.985210051528856], [-43.20335538720505, -22.985244849057533]]"
Rua Barão de Lucena,Botafogo,"[[-43.18573736972784, -22.94915719100476], [-43.184941459295466, -22.949206990323376], [-43.184526901471656, -22.949156891642886], [-43.18463344853425, -22.949652545887893], [-43.185221488462496, -22.950405646156273]]"
Rua Abreu Fialho,Jardim Botânico,"[[-43.22154587782918, -22.962136297060937], [-43.22086767843158, -22.96180967564193], [-43.221561389431415, -22.961708354723456], [-43.221360886611215, -22.961252121848784], [-43.220821393365505, -22.960789620670088]]"
Rua Assis Bueno,Botafogo,"[[-43.18440921265859, -22.952850153323855], [-43.18361441802195, -22.953713271905368], [-43.183958732346184, -22.95447450988269], [-43.183764107589525, -22.95384301912144], [-43.18381723627078, -22.954055748080883]]"
Rua das Acácias,Gávea,"[[-43.232471193414135, -22.973382101891126], [-43.231776098148025, -22.972828505016707], [-43.23191540508328, -22.973464869711034], [-43.23150219682529, -22.974133870161708], [-43.231231550131874, -22.974063174625584]]"
Rua Ministro Raul Fernandes,Botafogo,"[[-43.18636759478883, -22.954651016046938], [-43.185651724960834, -22.95453152672427], [-43.18578093231403, -22.954197671829352], [-43.18534244191288, -22.953291431600565], [-43.18528726596634, -22.95243110119484]]"
Rua Maria Eugênia,Humaitá,"[[-43.197272182011965, -22.954643490891097], [-43.1972072401962, -22.955037940634554], [-43.19700607380223, -22.954909107458995], [-43.197246598992585, -22.955576596798295], [-43.19630696126332, -22.95534220834406]]"
BRS 2 Bolívar,Copacabana,"[[-43.18214969818664, -22.965926727650118], [-43.18181632688286, -22.966542680911846], [-43.181611388541945, -22.966295921779928], [-43.18155407533397, -22.96631635004395], [-43.181515449948684, -22.966647464989713]]"
Estrada da Gávea,Gávea,"[[-43.23249020226066, -22.97748533827181], [-43.232173587381645, -22.977612846219095], [-43.232620079117744, -22.97773741256923], [-43.23292607444692, -22.977621070201447], [-43.232080784167714, -22.976755334821195]]"
Belfort Roxo,Copacabana,"[[-43.185479722339096, -22.96607720551626], [-43.18580707555056, -22.96612766750417], [-43.18678306949601, -22.965286595733968], [-43.186301742333875, -22.96518096598253], [-43.18713093627355, -22.96521093000748]]"
"BRS 2,3 - Cupertino Durão",Leblon,"[[-43.223280341303756, -22.985114882534088], [-43.22342204231984, -22.985147886363873], [-43.224209721612745, -22.985998094679868], [-43.22473008170833, -22.98532314964063], [-43.22472025880583, -22.985933233097633]]"
BRS 2 República do Peru,Copacabana,"[[-43.18498473734295, -22.967039152482172], [-43.18587924943863, -22.967966230380522], [-43.186643304471374, -22.967297902164105], [-43.18676750469709, -22.96820759943528], [-43.18724268794411, -22.967519612491397]]"
Rua Natal,Botafogo,"[[-43.18483432151618, -22.95220552891519], [-43.18516946813183, -22.952063714807686], [-43.18595622089396, -22.952432648446358], [-43.18675723155621, -22.952699051805066], [-43.185824682960714, -22.95216585991564]]"
Rua Marquês de Sabará,Jardim Botânico,"[[-43.218794805816536, -22.964395247103962], [-43.21853326497619, -22.9648248354986], [-43.21856923029663, -22.96491353639972], [-43.219005393585434, -22.96439798327897], [-43.21815611000318, -22.96476190405558]]"
Mureta da Urca,Urca,"[[-43.16233782195309, -22.95252319519755], [-43.16283833359463, -22.952430381049126], [-43.162134236763016, -22.952743830070997], [-43.162104752375505, -22.95262539380746], [-43.16307269606259, -22.95342623438038]]"
Ladeira dos Tabajaras,Botafogo,"[[-43.18782170956087, -22.951280721627402], [-43.18695657614346, -22.950914493055954], [-43.18770434549871, -22.950763162549958], [-43.1871716510725, -22.95059971949501], [-43.18641197557661, -22.950786886421863]]"
Rua Mário Ribeiro,Gávea,"[[-43.23221227216797, -22.974858968132516], [-43.23280868227147, -22.975239584710305], [-43.232287882136895, -22.974421931714872], [-43.23268594949763, -22.974069134977054], [-43.23217304732165, -22.974701045432955]]"
Rua Osório de Almeida,Urca,"[[-43.165757996887166, -22.954300268131007], [-43.16582088289798, -22.95464792762275], [-43.1648515739428, -22.95535201095453], [-43.16559086768271, -22.95593381622535], [-43.16505274541639, -22.956526746477575]]"
Rua Saint Roman,Copacabana,"[[-43.18549341214856, -22.970373945058082], [-43.18486010166216, -22.97048229395843], [-43.18568668852697, -22.969711816201013], [-43.18486022915441, -22.96963508999681], [-43.18420109749155, -22.969859144488016]]"
Calçada Compartilhada Rua Pinheiro Machado,Laranjeiras,"[[-43.18515199364328, -22.93459146009481], [-43.18542518577928, -22.934238225627706], [-43.18587405222666, -22.933361863282656], [-43.18547243539066, -22.93369751823853], [-43.18461362842296, -22.93316688563948]]"
BRS 1 Sá Ferreira,Copacabana,"[[-43.18531723266248, -22.96606872367962], [-43.18575170174836, -22.9662942773972], [-43.18478580798925, -22.96668529654849], [-43.184350455673666, -22.96639974172153], [-43.18459605210875, -22.965446506446902]]"
Rua Otaviano Hudson,Copacabana,"[[-43.18461605475213, -22.96528279796911], [-43.1851785113353, -22.96438742561498], [-43.184666126867086, -22.96473498460102], [-43.184449704113554, -22.96494747431789], [-43.18396496423937, -22.96505832731575]]"
BRS 2: Rainha Elizabeth,Copacabana,"[[-43.18285414801078, -22.968700423615164], [-43.18314455343147, -22.96936438351078], [-43.18402976974409, -22.969564417474192], [-43.18326108288815, -22.969397802977824], [-43.18306546686135, -22.97009431715192]]"
Rua Otávio Correia,Urca,"[[-43.16353561073905, -22.95379341447581], [-43.16452090464995, -22.953784139899856], [-43.16419821929206, -22.953400699671587], [-43.16446171907727, -22.954323897916932], [-43.164620245952136, -22.95336583423535]]"
Beco das Garrafas,Copacabana,"[[-43.182207579213255, -22.966196428744805], [-43.18147884668034, -22.96560081938212], [-43.18152862995048, -22.965687043238646], [-43.180595217670444, -22.96591494136734], [-43.18142877153803, -22.96552060885876]]"
Avenida Rui Barbosa,Flamengo,"[[-43.17610169646902, -22.939287476561464], [-43.175346197659294, -22.939453148003512], [-43.17469326844031, -22.940045158796295], [-43.17558404783388, -22.939929781413923], [-43.175558817345674, -22.938986090811273]]"
Avenida Repórter Nestor Moreira,Botafogo,"[[-43.18647058125369, -22.949752853298893], [-43.18721243875982, -22.95036750050592], [-43.186652342585745, -22.95077178170914], [-43.18719737937836, -22.95082852897875], [-43.18753192042534, -22.95149615897953]]"
Rua Paulo VI,Botafogo,"[[-43.1853886172654, -22.948971255544272], [-43.18460633708182, -22.94961292770769], [-43.18418699439481, -22.94969221696142], [-43.18508664369417, -22.948724793795], [-43.184645730211244, -22.949531404675426]]"
Avenida Niemeyer,São Conrado,"[[-43.18506891972808, -22.973863828721083], [-43.18580005287334, -22.973314857514843], [-43.185588259242984, -22.973379416282903], [-43.18653404593831, -22.973522712681763], [-43.187513019489224, -22.972955709676587]]"
Avenida Lauro Sodré,Botafogo,"[[-43.18508674516141, -22.952302960473656], [-43.18530832792417, -22.95234899368842], [-43.18452046090283, -22.95157414461768], [-43.184290321394805, -22.9519025118884], [-43.183366204396926, -22.951048696764108]]"
Avenida Infante Dom Henrique,Flamengo,"[[-43.17364676876086, -22.938027834104428], [-43.173487109608764, -22.938742205495483], [-43.17392909302807, -22.939177104960446], [-43.17293150715644, -22.939367167785694], [-43.17277442352003, -22.940257235172012]]"
Avenida Infante Dom Henrique,Botafogo,"[[-43.18523723921192, -22.952262622349362], [-43.18560432495018, -22.952745037532633], [-43.18599788538249, -22.95357110349212], [-43.18510847061915, -22.952637986613357], [-43.18496676274659, -22.952968230033083]]"
Rua Piragibe Frota Aguiar,Copacabana,"[[-43.180009782683264, -22.965635898577975], [-43.1806868873112, -22.966453247109307], [-43.180611807023915, -22.965531754503765], [-43.181096543026385, -22.96650336123482], [-43.180710725204335, -22.966603473886284]]"
Rua Piragibe Frota Aguiar,Ipanema,"[[-43.20377067938879, -22.984674932803696], [-43.2039593888699, -22.984608285707978], [-43.203004475743526, -22.98526996192029], [-43.20300780968694, -22.984563327546958], [-43.203553287579815, -22.98435683670159]]"
Rua Professor Arthur Ramos,Leblon,"[[-43.21875828897649, -22.985708997829683], [-43.2190163415513, -22.985486314517185], [-43.21967541652814, -22.984942010461953], [-43.219981498627384, -22.98517297883454], [-43.219417938975525, -22.985309364644326]]"
Aléia Cândido Baptista,Jardim Botânico,"[[-43.220947583392054, -22.96454106658116], [-43.22147100405095, -22.963921109093793], [-43.22146199820284, -22.964472343134194], [-43.22244382413294, -22.96495064464227], [-43.22242163648999, -22.964654049587672]]"
Aléia Arruda Câmara,Jardim Botânico,"[[-43.21781941053326, -22.96457280489622], [-43.217680997607, -22.96529390442381], [-43.21751478609244, -22.96455794517035], [-43.21777069895681, -22.964121916814094], [-43.21785489836656, -22.96493701778002]]"
Aléia Warming,Jardim Botânico,"[[-43.217199594634785, -22.966536028185885], [-43.21770433134864, -22.965619751946278], [-43.216913219866896, -22.965923648035325], [-43.217026341661224, -22.964990403593532], [-43.21697415363472, -22.96534840950225]]"
Autoestrada Lagoa-Barra,Leblon,"[[-43.22439005585731, -22.984381160952285], [-43.22461748044702, -22.985282571966756], [-43.22498621401629, -22.985575625582634], [-43.22534474685167, -22.985593586057295], [-43.22572580775349, -22.986209070220358]]"
Avenida Beira-Mar,Flamengo,"[[-43.1759407300603, -22.937031723338848], [-43.176457527507424, -22.93606504180202], [-43.17602555812034, -22.935702477580957], [-43.17684840144106, -22.93548782874737], [-43.17772021201899, -22.935134084195713]]"
Avenida Carlos Peixoto,Botafogo,"[[-43.18325026795474, -22.95363418065628], [-43.182562642227424, -22.954573473045215], [-43.183127466347564, -22.95465281494393], [-43.1822208520124, -22.955385258653944], [-43.18282266517253, -22.956239927478784]]"
Travessa do Procópio,Urca,"[[-43.16524613904552, -22.954731193488342], [-43.16576863550335, -22.955151737520865], [-43.16594634683039, -22.955724651811884], [-43.166511440965955, -22.9553165889067], [-43.16672960611227, -22.955583231147294]]"
Túnel Novo,Botafogo,"[[-43.18685004647508, -22.950099174503485], [-43.18721623819964, -22.950963099875302], [-43.18720438659935, -22.951429510776435], [-43.18648774072159, -22.9508740549563], [-43.186768389599145, -22.95018432678548]]"
Túnel Novo,Copacabana,"[[-43.18149060840638, -22.97013456674059], [-43.18167224323146, -22.97111491163545], [-43.18128548815442, -22.971456153096845], [-43.18167729888248, -22.970923662151325], [-43.182089465361464, -22.970300408122434]]"
UNIRIO,Urca,"[[-43.16007578916612, -22.95384247862465], [-43.159751153339045, -22.95439215657622], [-43.158920956430066, -22.954172792759667], [-43.158417360102895, -22.95486006847638], [-43.15886802836332, -22.95472353124384]]"
Viaduto San Tiago Dantas,Botafogo,"[[-43.18296599633511, -22.95142411958327], [-43.18270255149846, -22.951285509614443], [-43.183600220485566, -22.951248013920214], [-43.1836162170267, -22.951782296806464], [-43.18425268983118, -22.952161826238974]]"
Rua Pires de Almeida,Laranjeiras,"[[-43.18801608749536, -22.937551354140957], [-43.187160596029216, -22.938284785624795], [-43.186745354857734, -22.937549381428955], [-43.186193600348794, -22.938336953773778], [-43.185658071113366, -22.93772103911756]]"
Rua Presidente Carlos de Campos,Laranjeiras,"[[-43.18733587959269, -22.934094051225504], [-43.18741915263384, -22.93380123647505], [-43.18835039891713, -22.93374382183528], [-43.18918750449135, -22.933465895791333], [-43.189602194296015, -22.93359586660265]]"
Rua Princesa Diana de Gales,São Conrado,"[[-43.18042993077843, -22.96995013958816], [-43.181221304603724, -22.970623430688676], [-43.18046704947993, -22.9713323997231], [-43.18053252748791, -22.971276021199586], [-43.1802334154744, -22.97206259756138]]"
Rua Principado de Mônaco,Botafogo,"[[-43.18784832770009, -22.951143671746113], [-43.18874970972587, -22.95191887769176], [-43.18947838679155, -22.952403919258774], [-43.189708270680114, -22.95288382317827], [-43.189487518560554, -22.951997857610127]]"
Rua Quintino Cunha,Gávea,"[[-43.22858447756175, -22.97792498121684], [-43.228306261867765, -22.978374783453724], [-43.227310917341235, -22.978692859506438], [-43.22775265639969, -22.979165756547445], [-43.22870336759041, -22.97830441203632]]"
Rua Paulo VI,Laranjeiras,"[[-43.18495336413617, -22.93408172853554], [-43.18582281062104, -22.933130524697226], [-43.185530190753724, -22.93248684605172], [-43.1862734909005, -22.932192161782975], [-43.185308525739295, -22.931891787450084]]"
Rua Rumânia,Laranjeiras,"[[-43.18862623906, -22.938860312160283], [-43.18822324085707, -22.93820753153708], [-43.189113037786754, -22.938288844225895], [-43.18917498790732, -22.93843505477025], [-43.18889281570016, -22.93757794370446]]"
Rua Moura Brasil,Laranjeiras,"[[-43.184964590586105, -22.938703668153067], [-43.185008855876276, -22.938983548349206], [-43.18464383241604, -22.939272980400734], [-43.18421318779499, -22.938948516084075], [-43.18458185083266, -22.93941222962485]]"
Rua Mundo Novo,Botafogo,"[[-43.184713905986854, -22.954661217235984], [-43.18393224169027, -22.95392182546628], [-43.18401363431384, -22.95402374994554], [-43.18367210426295, -22.954869811579524], [-43.18418279415374, -22.95422729273878]]"
Rua Mário de Andrade,Humaitá,"[[-43.196540920118416, -22.953737277194026], [-43.19715593381714, -22.953636135924942], [-43.196333692814356, -22.954432378396664], [-43.19581362301075, -22.9537913633882], [-43.19512616542533, -22.95469383075057]]"
Rua Nina Rodrigues,Jardim Botânico,"[[-43.22245188054366, -22.96472114183385], [-43.222287010389884, -22.964207848735143], [-43.222910545990345, -22.964834668541396], [-43.22379654121524, -22.96546617123825], [-43.22311584486007, -22.96529057433951]]"
